2013,1,1,Announcement: A new journal from AIP Publishing—APL Materials,Mark M. Cassar,2013-06-28,2013-06-28,2013-07-18
2019,7,12,Recombination and bandgap engineering in CdSeTe/CdTe solar cells,"X. Zheng, D. Kuciauskas, J. Moseley, E. Colegrove, D. S. Albin, H. Moutinho, J. N. Duenow, T. Ablekim, S. P. Harvey, A. Ferguson, W. K. Metzger",2019-04-02,2019-06-13,2019-07-22
2019,7,13,"A Pt/ITO/CeO2/Pt memristor with an analog, linear, symmetric, and long-term stable synaptic weight modulation","Hyung Jun Kim, Minju Kim, Keonwon Beom, Hyerin Lee, Chi Jung Kang, Tae-Sik Yoon",2019-03-25,2019-06-23,2019-07-26
2019,7,14,Stochastic neuron based on IGZO Schottky diodes for neuromorphic computing,"Bingjie Dang, Keqin Liu, Jiadi Zhu, Liying Xu, Teng Zhang, Caidie Cheng, Hong Wang, Yuchao Yang, Yue Hao, Ru Huang",2019-05-06,2019-07-15,2019-07-26
2019,7,15,Valence band offsets for ALD SiO2 and Al2O3 on (InxGa1−x)2O3 for x = 0.25–0.74,"Chaker Fares, Max Kneiß, Holger von Wenckstern, Marius Grundmann, Marko Tadjer, Fan Ren, Eric Lambers, S. J. Pearton",2019-05-17,2019-06-27,2019-07-31
2019,7,16,Internal quantum efficiency of radiation in a bulk CH3NH3PbBr3 perovskite crystal quantified by using the omnidirectional photoluminescence spectroscopy,"K. Kojima, K. Ikemura, K. Matsumori, Y. Yamada, Y. Kanemitsu, S. F. Chichibu",2019-05-20,2019-07-01,2019-07-31
2019,7,17,Confined polaronic transport in (LaFeO3)n/(SrFeO3)1 superlattices,"Seo Hyoung Chang, Seong Keun Kim, Young-Min Kim, Yongqi Dong, Chad M. Folkman, Da Woon Jeong, Woo Seok Choi, Albina Y. Borisevich, Jeffrey A. Eastman, Anand Bhattacharya, Dillon D. Fong",2019-05-14,2019-07-14,2019-07-31
2019,7,18,Hybrid catalyst with monoclinic MoTe2 and platinum for efficient hydrogen evolution,"Jinbong Seok, Jun-Ho Lee, Dongyeon Bae, Byungdo Ji, Young-Woo Son, Young Hee Lee, Heejun Yang, Suyeon Cho",2019-03-07,2019-05-28,2019-07-31
2019,7,19,"Erratum: “Structural, optical, and electrical properties of orthorhombic κ-(InxGa1−x)2O3 thin films” [APL Mater. 7, 022525 (2019)]","A. Hassa, H. von Wenckstern, D. Splith, C. Sturm, M. Kneiß, V. Prozheeva, M. Grundmann",2019-04-11,2019-04-16,2019-07-10
2019,8,1,Perovskite semiconductors for next generation optoelectronic applications,"Felix Deschler, Dieter Neher, Lukas Schmidt-Mende",2019-07-12,2019-07-12,2019-08-05
2019,8,2,Photoelectrochemical cells for solar hydrogen production: Challenges and opportunities,"Yi-Hsuan Chiu, Ting-Hsuan Lai, Ming-Yu Kuo, Ping-Yen Hsieh, Yung-Jung Hsu",2019-05-12,2019-07-01,2019-08-01
2019,8,3,Recent advances in polysulfide mediation of lithium-sulfur batteries via facile cathode and electrolyte modification,"Chen Fang, Guangzhao Zhang, Jonathan Lau, Gao Liu",2019-05-17,2019-07-16,2019-08-05
2019,8,4,Photophysics of lead-free tin halide perovskite films and solar cells,"Taketo Handa, Atsushi Wakamiya, Yoshihiko Kanemitsu",2019-05-11,2019-07-29,2019-08-15
2019,8,5,2D nanosheet-constructed hybrid nanofillers for polymer nanocomposites with synergistic dispersion and function,"Ying Liu, Yufeng Wang, Chao Zhang, Tianxi Liu",2019-05-15,2019-07-31,2019-08-20
2019,8,6,Opportunities and challenges for magnetoelectric devices,"Jia-Mian Hu, Ce-Wen Nan",2019-06-02,2019-08-05,2019-08-26
2019,8,7,"Solar thermophotovoltaics: Progress, challenges, and opportunities","Yang Wang, Haizhou Liu, Jia Zhu",2019-06-11,2019-08-06,2019-08-26
2019,8,8,Heusler interfaces—Opportunities beyond spintronics?,Jason K. Kawasaki,2019-04-11,2019-08-11,2019-08-28
2019,8,9,Electrochromic thin films of Zn-based MOF-74 nanocrystals facilely grown on flexible conducting substrates at room temperature,"Abhijeet K. Chaudhari, Barbara E. Souza, Jin-Chong Tan",2019-05-04,2019-07-12,2019-08-01
2019,8,10,Revealing antiferromagnetic transition of van der Waals MnPS3 via vertical tunneling electrical resistance measurement,"Dinh Hoa Luong, Thanh Luan Phan, Ganesh Ghimire, Dinh Loc Duong, Young Hee Lee",2019-06-03,2019-07-12,2019-08-01
2019,8,11,High temperature synthesis and characterization of ultrathin tellurium nanostructures,"Keshab R. Sapkota, Ping Lu, Douglas L. Medlin, George T. Wang",2019-05-13,2019-07-10,2019-08-01
2019,8,12,High temperature stability of transparent silica aerogels for solar thermal applications,"Elise Strobach, Bikram Bhatia, Sungwoo Yang, Lin Zhao, Evelyn N. Wang",2019-05-08,2019-07-01,2019-08-02
2019,8,13,Hardware implementation of RRAM based binarized neural networks,"Peng Huang, Zheng Zhou, Yizhou Zhang, Yachen Xiang, Runze Han, Lifeng Liu, Xiaoyan Liu, Jinfeng Kang",2019-04-30,2019-07-15,2019-08-05
2019,8,14,Effects of microstructure and growth conditions on quantum emitters in gallium nitride,"Minh Nguyen, Tongtong Zhu, Mehran Kianinia, Fabien Massabuau, Igor Aharonovich, Milos Toth, Rachel Oliver, Carlo Bradac",2019-04-03,2019-06-10,2019-08-12
2019,8,15,Enhanced stability of guanidinium-based organic-inorganic hybrid lead triiodides in resistance switching,"Younghoon Kim, Changdeuck Bae, Hyun Suk Jung, Hyunjung Shin",2019-05-09,2019-07-22,2019-08-14
2019,8,16,Polydimethylsiloxane (PDMS) irreversible bonding to untreated plastics and metals for microfluidics applications,"Matteo Agostini, Gina Greco, Marco Cecchini",2018-10-19,2019-07-24,2019-08-14
2019,8,17,Dramatic impact of pressure and annealing temperature on the properties of sputtered ferroelectric HZO layers,"Jordan Bouaziz, Pedro Rojo Romeo, Nicolas Baboux, Raluca Negrea, Lucian Pintilie, Bertrand Vilquin",2019-05-21,2019-07-26,2019-08-14
2019,8,18,"Strain-tunable electronic structure, optical response, and high electron mobility of Bi2O2Se crystals","Xiaoyu Huang, Chun-Yao Niu, Jinping Zhang, Aihua Wang, Yu Jia, Yuling Song",2019-05-03,2019-07-30,2019-08-14
2019,8,19,Tuning ZnO nanorods photoluminescence through atmospheric plasma treatments,"Shujie You, Alessandro Patelli, Pedram Ghamgosar, Tiziana Cesca, Francesco Enrichi, Giovanni Mattei, Alberto Vomiero",2019-05-22,2019-07-24,2019-08-15
2019,8,20,ITO-based electro-absorption modulator for photonic neural activation function,"R. Amin, J. K. George, S. Sun, T. Ferreira de Lima, A. N. Tait, J. B. Khurgin, M. Miscuglio, B. J. Shastri, P. R. Prucnal, T. El-Ghazawi, V. J. Sorger",2019-05-05,2019-07-28,2019-08-15
2019,8,21,Rapid wafer-scale fabrication with layer-by-layer thickness control of atomically thin MoS2 films using gas-phase chemical vapor deposition,"Nitin Babu Shinde, Bellarmine Francis, M. S. Ramachandra Rao, Beo Deul Ryu, S. Chandramohan, Senthil Kumar Eswaran",2019-03-09,2019-07-19,2019-08-15
2019,8,22,Route to form skyrmions in soft magnetic films,"D. Navas, R. V. Verba, A. Hierro-Rodriguez, S. A. Bunyaev, X. Zhou, A. O. Adeyeye, O. V. Dobrovolskiy, B. A. Ivanov, K. Y. Guslienko, G. N. Kakazei",2019-02-20,2019-07-28,2019-08-16
2019,8,23,Strain-engineering of charge transport in the correlated Dirac semimetal of perovskite CaIrO3 thin films,"M. Masuko, J. Fujioka, M. Nakamura, M. Kawasaki, Y. Tokura",2019-05-09,2019-07-22,2019-08-16
2019,8,24,Detection of Rashba spin splitting in 2D organic-inorganic perovskite via precessional carrier spin relaxation,"Seth B. Todd, Drew B. Riley, Ali Binai-Motlagh, Charlotte Clegg, Ajan Ramachandran, Samuel A. March, Justin M. Hoffman, Ian G. Hill, Constantinos C. Stoumpos, Mercouri G. Kanatzidis, Zhi-Gang Yu, Kimberley C. Hall",2019-04-09,2019-07-30,2019-08-16
2019,8,25,Mechanism analysis of a flexible organic memristive memory with capacitance effect and negative differential resistance state,"Shouhui Zhu, Bai Sun, Shubham Ranjan, Xiaoli Zhu, Guangdong Zhou, Hongbin Zhao, Shuangsuo Mao, Hongyan Wang, Yong Zhao, Guoqiang Fu",2019-04-14,2019-07-22,2019-08-20
2019,8,26,Investigation of the effect of microstructural changes on thermal transport in semicrystalline polymer semiconductors,"Ekaterina Selezneva, Riccardo Di Pietro, Xuechen Jiao, Christopher R. McNeill, Henning Sirringhaus",2019-05-22,2019-08-01,2019-08-20
2019,8,27,Dysprosium substituted Ce:YIG thin films with perpendicular magnetic anisotropy for silicon integrated optical isolator applications,"Yan Zhang, Qingyang Du, Chuangtang Wang, Wei Yan, Longjiang Deng, Juejun Hu, Caroline A. Ross, Lei Bi",2019-06-04,2019-08-05,2019-08-22
2019,8,28,Multilevel HfO2-based RRAM devices for low-power neuromorphic networks,"V. Milo, C. Zambelli, P. Olivo, E. Pérez, M. K. Mahadevaiah, O. G. Ossorio, Ch. Wenger, D. Ielmini",2019-04-30,2019-07-19,2019-08-26
2019,8,29,Progressive amorphization of GeSbTe phase-change material under electron beam irradiation,"Ting-Ting Jiang, Jiang-Jing Wang, Lu Lu, Chuan-Sheng Ma, Dan-Li Zhang, Feng Rao, Chun-Lin Jia, Wei Zhang",2019-04-23,2019-08-08,2019-08-27
2019,8,30,NaSbSe2 as a promising light-absorber semiconductor in solar cells: First-principles insights,"Chen-Min Dai, Peng Xu, Menglin Huang, Zeng-Hua Cai, Dan Han, Yuning Wu, Shiyou Chen",2019-07-10,2019-08-13,2019-08-27
2019,8,31,Enhanced thermoelectric figure of merit in Bi2Te3–CNT–PEDOT nanocomposite by introducing conducting interfaces in Bi2Te3 nanostructures,"Sunil Kumar, Deepti Chaudhary, Neeraj Khare",2019-01-02,2019-08-05,2019-08-28
2019,8,32,Phonon-engineered solids constructed from nanocrystals,"Maximilian Jansen, Nuri Yazdani, Vanessa Wood",2019-05-23,2019-08-07,2019-08-28
2019,8,33,Hybrid neuromorphic circuits exploiting non-conventional properties of RRAM for massively parallel local plasticity mechanisms,"Thomas Dalgaty, Melika Payvand, Filippo Moro, Denys R. B. Ly, Florian Pebay-Peyroula, Jerome Casas, Giacomo Indiveri, Elisa Vianello",2019-04-30,2019-07-29,2019-08-29
2019,8,34,In operando studies of CO oxidation on epitaxial SrCoO2.5+δ thin films,"Chad M. Folkman, Seo Hyoung Chang, Hyoungjeen Jeen, Edith Perret, Peter M. Baldo, Carol Thompson, Jeffrey A. Eastman, Ho Nyung Lee, Dillon D. Fong",2019-05-04,2019-08-14,2019-08-29
2019,8,35,Competing phases in epitaxial vanadium dioxide at nanoscale,"Yogesh Sharma, Martin V. Holt, Nouamane Laanait, Xiang Gao, Ilia N. Ivanov, Liam Collins, Changhee Sohn, Zhaoliang Liao, Elizabeth Skoropata, Sergei V. Kalinin, Nina Balke, Gyula Eres, Thomas Z. Ward, Ho Nyung Lee",2019-06-19,2019-08-14,2019-08-29
2019,9,1,Novel inorganic materials generated by aliovalent anion substitution,"Anand Roy, C. N. R. Rao",2019-06-14,2019-08-18,2019-09-03
2019,9,2,A perspective on two-dimensional materials for planar micro-supercapacitors,"Jieqiong Qin, Pratteek Das, Shuanghao Zheng, Zhong-Shuai Wu",2019-06-10,2019-08-15,2019-09-10
2019,9,3,Combining large-scale screening and machine learning to predict the metal-organic frameworks for organosulfurs removal from high-sour natural gas,"Hong Liang, Wenyuan Yang, Feng Peng, Zili Liu, Jie Liu, Zhiwei Qiao",2019-04-20,2019-08-14,2019-09-03
2019,9,4,Memristor design rules for dynamic learning and edge processing applications,Angel Yanguas-Gil,2019-05-13,2019-08-18,2019-09-05
2019,9,5,Antimony doped tin oxide/polyethylenimine electron selective contact for reliable and light soaking-free high performance inverted organic solar cells,"Efthymios Georgiou, Ioannis T. Papadas, Ioanna Antoniou, Marek F. Oszajca, Benjamin Hartmeier, Michael Rossier, Norman A. Luechinger, Stelios A. Choulis",2019-06-16,2019-08-15,2019-09-05
2019,9,6,"Interfacial engineering to improve Cu2ZnSnX4 (X = S, Se) solar cell efficiency","H. J. Gu, J.-H. Yang, S. Y. Chen, H. J. Xiang, X. G. Gong",2019-06-26,2019-08-15,2019-09-06
2019,9,7,Exploiting the switching dynamics of HfO2-based ReRAM devices for reliable analog memristive behavior,"F. Cüppers, S. Menzel, C. Bengel, A. Hardtdegen, M. von Witzleben, U. Böttger, R. Waser, S. Hoffmann-Eifert",2019-04-30,2019-08-19,2019-09-10
2019,9,8,Metal-insulator transition in (111) SrRuO3 ultrathin films,"Ankur Rastogi, Matthew Brahlek, Jong Mok Ok, Zhaoliang Liao, Changhee Sohn, Samuel Feldman, Ho Nyung Lee",2019-05-08,2019-08-25,2019-09-16
2019,9,9,"Band engineering, carrier density control, and enhanced thermoelectric performance in multi-doped SnTe","A. Doi, S. Shimano, D. Inoue, T. Kikitsu, T. Hirai, D. Hashizume, Y. Tokura, Y. Taguchi",2019-06-28,2019-09-02,2019-09-16
2019,9,10,"Cerium-based RCo5 (R = Ce, La0.35Ce0.65, and misch-metal) type nanocrystalline hard magnetic materials with high coercivity","Wen-Liang Zuo, Jeotikanta Mohapatra, J. Ping Liu, Tong-Yun Zhao, Feng-Xia Hu, Ji-Rong Sun, Yong-Feng Li, Xue-Feng Zhang, Bao-Gen Shen",2019-04-26,2019-09-02,2019-09-18
2019,9,11,Ferroelectric materials for neuromorphic computing,"S. Oh, H. Hwang, I. K. Yoo",2019-04-30,2019-09-05,2019-09-19
2019,9,12,Analyses of a 1-layer neuromorphic network using memristive devices with non-continuous resistance levels,"A. Siemon, S. Ferch, A. Heittmann, R. Waser, D. J. Wouters, S. Menzel",2019-04-30,2019-09-05,2019-09-19
2019,9,13,Phase diagrams of liquid-phase mixing in multi-component metal-organic framework glasses constructed by quantitative elemental nano-tomography,"Sean M. Collins, Katherine E. MacArthur, Louis Longley, Robert Tovey, Martin Benning, Carola-Bibiane Schönlieb, Thomas D. Bennett, Paul A. Midgley",2019-07-16,2019-08-30,2019-09-20
2019,9,14,PrxCa1−xMnO3 based stochastic neuron for Boltzmann machine to solve “maximum cut” problem,"Devesh Khilwani, Vineet Moghe, Sandip Lashkare, Vivek Saraswat, Pankaj Kumbhare, Maryam Shojaei Baghini, Srivatsava Jandhyala, Sreenivas Subramoney, Udayan Ganguly",2019-05-01,2019-09-05,2019-09-24
2019,9,15,Behavioral modeling of integrated phase-change photonic devices for neuromorphic computing applications,"Santiago G.-C. Carrillo, Emanuele Gemo, Xuan Li, Nathan Youngblood, Andrew Katumba, Peter Bienstman, Wolfram Pernice, Harish Bhaskaran, C. David Wright",2019-05-30,2019-09-05,2019-09-26
2019,9,16,Crossover from synaptic to neuronal functionalities through carrier concentration control in Nb-doped SrTiO3-based organic ferroelectric tunnel junctions,"Sayani Majumdar, Hongwei Tan, Ishan Pande, Sebastiaan van Dijken",2019-05-24,2019-09-06,2019-09-26
2019,9,17,A ZIF-67-derived–sulfur sandwich structure for high performance Li–S batteries,"Xing Gao, Siwu Li, Ying Du, Bo Wang",2019-07-31,2019-09-02,2019-09-30
2019,10,1,Toward CMOS like devices from two-dimensional channel materials,"Peng Wu, Joerg Appenzeller",2019-06-14,2019-09-22,2019-10-08
2019,10,2,Regulation of electron-hole recombination kinetics on uniform metal-semiconductor nanostructures for photocatalytic hydrogen evolution,"W. Choi, J. Y. Choi, H. Song",2019-04-12,2019-09-24,2019-10-09
2019,10,3,Challenges and opportunities for supercapacitors,"Shifei Huang, Xianglin Zhu, Samrat Sarkar, Yufeng Zhao",2019-06-21,2019-09-10,2019-10-01
2019,10,4,In praise and in search of highly-polarizable semiconductors: Technological promise and discovery strategies,"R. Jaramillo, J. Ravichandran",2019-08-16,2019-09-24,2019-10-09
2019,10,5,Roadmap on material-function mapping for photonic-electronic hybrid neural networks,"Mario Miscuglio, Gina C. Adam, Duygu Kuzum, Volker J. Sorger",2019-05-10,2019-09-19,2019-10-10
2019,10,6,"Semicoherent oxide heterointerfaces: Structure, properties, and implications","Blas Pedro Uberuaga, Pratik P. Dholabhai, Ghanshyam Pilania, Aiping Chen",2019-07-22,2019-09-19,2019-10-10
2019,10,7,Preparation and uses of large area single crystal metal foils,"Sunghwan Jin, Rodney S. Ruoff",2019-06-12,2019-10-03,2019-10-25
2019,10,8,NH2-UiO-66/g-C3N4/CdTe composites for photocatalytic CO2 reduction under visible light,"Fengyang Yu, Liyong Chen, Xiaoshuang Shen, Xuezhao Li, Chunying Duan",2019-07-18,2019-09-10,2019-10-02
2019,10,9,Epitaxial stabilization of single phase κ-(InxGa1−x)2O3 thin films up to x = 0.28 on c-sapphire and κ-Ga2O3(001) templates by tin-assisted VCCS-PLD,"M. Kneiß, A. Hassa, D. Splith, C. Sturm, H. von Wenckstern, M. Lorenz, M. Grundmann",2019-07-19,2019-09-19,2019-10-03
2019,10,10,Rhenium dinitride: Carrier transport in a novel transition metal dinitride layered crystal,"Momoko Onodera, Fumio Kawamura, Nguyen Thanh Cuong, Kenji Watanabe, Rai Moriya, Satoru Masubuchi, Takashi Taniguchi, Susumu Okada, Tomoki Machida",2019-07-04,2019-09-12,2019-10-03
2019,10,11,Highly stretchable and conductive composite films with a multistoried film and pillar structure of gold on elastic substrates,"Yang Zhao, Chenguang Li, Mei Yu, Zhe Yu",2019-05-20,2019-09-19,2019-10-04
2019,10,12,Partial carrier freeze-out at the LaAlO3/SrTiO3 oxide interface,"S. Meaney, A. V. Pan, A. Jones, S. A. Fedoseev",2019-06-04,2019-09-22,2019-10-07
2019,10,13,Multimetallic metal-organic frameworks derived transition metal doped iron selenide arrays for efficient oxygen evolution reaction,"Xin Wei, Yabo Xie, Mingcheng Liu, Jian Zhou, Awu Zhou, Pengchen He, Yibo Dou, Jian-Rong Li",2019-07-15,2019-09-12,2019-10-08
2019,10,14,(Bi0.2Sb0.8)2Te3 based dynamic synapses with programmable spatio-temporal dynamics,"Qingzhou Wan, Peng Zhang, Qiming Shao, Mohammad T. Sharbati, John R. Erickson, Kang L. Wang, Feng Xiong",2019-04-27,2019-09-19,2019-10-09
2019,10,15,Thermal transport in hollow metallic microlattices,"Shiva Farzinazar, Tobias Schaedler, Lorenzo Valdevit, Jaeho Lee",2019-06-13,2019-09-13,2019-10-09
2019,10,16,Topological nodal lines and hybrid Weyl nodes in YCoC2,"Yuanfeng Xu, Yueqiang Gu, Tiantian Zhang, Chen Fang, Zhong Fang, Xian-Lei Sheng, Hongming Weng",2019-08-03,2019-09-05,2019-10-10
2019,10,17,Highly mobile carriers in a candidate of quasi-two-dimensional topological semimetal AuTe2Br,"Zeji Wang, Shuyu Cheng, Tay-Rong Chang, Wenlong Ma, Xitong Xu, Huibin Zhou, Guangqiang Wang, Xin Gui, Haipeng Zhu, Zhen Zhu, Hao Zheng, Jinfeng Jia, Junfeng Wang, Weiwei Xie, Shuang Jia",2019-07-27,2019-09-18,2019-10-10
2019,10,18,Iridium complex immobilization on covalent organic framework for effective C—H borylation,"Harsh Vardhan, Yanxiong Pan, Zhongyu Yang, Gaurav Verma, Ayman Nafady, Abdullah M. Al-Enizi, Tawfiq M. Alotaibi, Omar A. Almaghrabi, Shengqian Ma",2019-07-30,2019-09-19,2019-10-14
2019,10,19,Large voltage control of magnetic anisotropy in CoFeB/MgO/OX structures at room temperature,"Fen Xue, Noriyuki Sato, Chong Bi, Jun Hu, Jinliang He, Shan X. Wang",2019-04-23,2019-09-19,2019-10-14
2019,10,20,"Band structure engineering of chemically tunable LnSbTe (Ln = La, Ce, Pr)","Ashley Weiland, David G. Chaparro, Maia G. Vergniory, Elena Derunova, Jiho Yoon, Iain W. H. Oswald, Gregory T. McCandless, Mazhar Ali, Julia Y. Chan",2019-08-05,2019-09-15,2019-10-15
2019,10,21,Machine-learning-assisted thin-film growth: Bayesian optimization in molecular beam epitaxy of SrRuO3 thin films,"Yuki K. Wakabayashi, Takuma Otsuka, Yoshiharu Krockenberger, Hiroshi Sawada, Yoshitaka Taniyasu, Hideki Yamamoto",2019-08-05,2019-09-19,2019-10-16
2019,10,22,Using structural phase transitions to enhance the coercivity of ferromagnetic films,"Ryan F. Need, Josh Lauzier, Logan Sutton, Brian J. Kirby, Jose de la Venta",2019-07-05,2019-09-26,2019-10-17
2019,10,23,Out-of-plane transport in ZrSiS and ZrSiSe microstructures,"Kent R. Shirer, Kimberly A. Modic, Tino Zimmerling, Maja D. Bachmann, Markus König, Philip J. W. Moll, Leslie Schoop, Andrew P. Mackenzie",2019-08-15,2019-09-19,2019-10-17
2019,10,24,PNR study of the phase transition in FeRh thin films,"C. Bull, C. W. Barton, W. Griggs, A. Caruana, C. J. Kinane, P. W. Nutter, T. Thomson",2019-07-19,2019-09-27,2019-10-22
2019,10,25,Kinking effects and transport properties of coaxial BN-C nanotubes as revealed by in situ transmission electron microscopy and theoretical analysis,"Xin Zhou, Dmitry G. Kvashnin, Yanming Xue, Dai-Ming Tang, Ovidiu Cretu, Masanori Mitome, Yoshio Bando, Pavel B. Sorokin, Takayoshi Sasaki, Dmitri Golberg",2019-08-21,2019-10-01,2019-10-23
2019,10,26,A substantial increase of Curie temperature in a new type of diluted magnetic semiconductors via effects of chemical pressure,"Shuang Yu, Guoqiang Zhao, Yi Peng, Xiaohong Zhu, Xiancheng Wang, Jianfa Zhao, Lipeng Cao, Wenmin Li, Zhi Li, Zheng Deng, Changqing Jin",2019-07-24,2019-10-08,2019-10-24
